Latitud;Longitud
9.8395;-83.8092
9.8395;-83.8092
9.8847;-83.8091
9.8847;-83.8091
9.8395;-83.8092
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.1282
9.9302;-84.1282
9.9302;-84.1282
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.1282
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.1282
9.9302;-84.0826
9.9755;-84.1281
9.9755;-84.1737
9.9302;-84.1282
9.9755;-84.1737
9.9302;-84.1282
9.9755;-84.1737
9.9302;-84.1282
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.037
9.9302;-84.0826
9.885;-84.0826
9.885;-84.0826
9.885;-84.0826
9.9302;-84.0826
9.9755;-84.1281
9.9755;-84.1281
9.9755;-84.1281
9.9755;-84.1281
9.9755;-84.1737
9.9754;-84.0825
9.9302;-84.0826
9.9755;-84.1281
9.9302;-84.0826
9.9302;-84.0826
9.9302;-84.037
9.9303;-84.2193
9.9303;-84.2193
9.9303;-84.2193
9.9755;-84.1737
9.9303;-84.1738
9.9755;-84.2193
9.9303;-84.1738
9.9303;-84.1738
9.9303;-84.1738
9.8851;-84.1738
9.8851;-84.1738
9.9303;-84.1738
9.9303;-84.1738
9.9303;-84.1738
9.9303;-84.1738
9.9303;-84.1738
9.9303;-84.1738
9.9303;-84.1738
9.9303;-84.1738
9.9303;-84.2193
9.9303;-84.1738
9.9303;-84.2193
9.6138;-84.1284
9.6138;-84.1284
9.659;-84.0828
9.659;-84.0828
9.6138;-84.0828
9.6138;-84.1284
9.6138;-84.0828
9.5685;-84.0373
9.659;-84.0828
9.6137;-84.0373
9.5685;-84.0373
9.6589;-84.0372
9.4781;-83.9919
9.6138;-84.0828
9.5685;-84.0373
9.6138;-84.0828
9.4781;-84.0374
9.6137;-84.0373
9.6138;-84.0828
9.5685;-84.0373
9.6589;-84.0372
9.4329;-83.9919
9.5234;-84.0829
9.6589;-84.0372
9.6589;-84.0372
9.6137;-84.0373
9.6137;-84.0373
9.6589;-84.0372
9.6137;-84.0373
9.6137;-84.0373
9.6137;-84.0373
9.6137;-84.0373
9.5685;-84.0373
9.7041;-83.9916
9.6589;-84.0372
9.6589;-83.9917
9.6589;-84.0372
9.6589;-84.0372
9.6589;-84.0372
9.6589;-83.9917
9.6589;-84.0372
9.6589;-83.9917
9.6589;-84.0372
9.9754;-84.0825
9.9302;-84.0826
9.9302;-84.0826
9.9754;-84.0825
9.9754;-84.0825
9.9754;-84.0825
9.9754;-84.0825
9.8387;-83.4445
9.7933;-83.3991
9.703;-83.4449
9.7934;-83.4446
9.8387;-83.4445
9.8388;-83.4901
9.8387;-83.4445
9.7484;-83.4903
9.7936;-83.4902
9.8385;-83.3989
9.7034;-83.5816
9.7033;-83.536
9.8388;-83.4901
9.8385;-83.3989
9.7937;-83.5358
9.9296;-83.6722
9.9296;-83.6722
9.9296;-83.6722
9.9296;-83.6722
9.9295;-83.6266
9.9296;-83.6722
9.8842;-83.5811
9.8392;-83.6724
9.8842;-83.5811
9.9294;-83.581
9.8391;-83.6268
9.8843;-83.6267
9.839;-83.5813
9.8843;-83.6267
9.8843;-83.6267
9.9294;-83.581
9.839;-83.5813
9.8391;-83.6268
9.7939;-83.6269
9.8842;-83.5811
9.8842;-83.5811
9.8842;-83.5811
9.9294;-83.581
9.839;-83.5813
9.8391;-83.6268
9.8391;-83.6268
9.7939;-83.6269
9.8842;-83.5811
9.8843;-83.6267
9.8391;-83.6268
9.8843;-83.6267
9.8843;-83.6267
9.9295;-83.6266
9.9294;-83.581
9.8843;-83.6267
9.9294;-83.581
9.9295;-83.6266
9.8843;-83.6267
9.8843;-83.6267
9.8843;-83.6267
9.9747;-83.6265
9.9747;-83.6265
9.9747;-83.6265
10.0202;-83.7632
10.0201;-83.7176
10.02;-83.672
9.9749;-83.7177
9.9749;-83.7177
9.9749;-83.7177
9.9751;-83.8089
10.0202;-83.7632
9.9749;-83.7177
9.975;-83.7633
10.0202;-83.7632
9.975;-83.7633
9.975;-83.7633
9.9749;-83.7177
9.9749;-83.7177
9.9749;-83.7177
9.9749;-83.7177
9.9297;-83.7178
9.9297;-83.7178
9.9297;-83.7178
9.9297;-83.7178
9.9297;-83.7178
9.9297;-83.7178
9.9297;-83.7178
10.02;-83.672
9.9747;-83.6265
9.9748;-83.6721
9.9748;-83.6721
9.9748;-83.6721
9.9295;-83.6266
9.9747;-83.6265
9.9747;-83.6265
9.9748;-83.6721
9.9748;-83.6721
9.9748;-83.6721
9.9748;-83.6721
9.9295;-83.6266
9.9747;-83.6265
10.02;-83.672
9.9748;-83.6721
9.9747;-83.6265
9.9748;-83.6721
10.02;-83.672
9.9748;-83.6721
9.9295;-83.6266
10.0199;-83.6264
9.9295;-83.6266
9.8388;-83.4901
9.8389;-83.5357
9.7938;-83.5814
9.8389;-83.5357
9.7937;-83.5358
9.7937;-83.5358
9.8389;-83.5357
9.7937;-83.5358
9.839;-83.5813
9.7937;-83.5358
9.8388;-83.4901
9.8389;-83.5357
9.9746;-83.5809
9.9293;-83.5354
9.9746;-83.5809
9.9746;-83.5809
9.9746;-83.5809
9.9746;-83.5809
9.9746;-83.5809
9.8389;-83.5357
9.839;-83.5813
9.8841;-83.5356
9.8841;-83.5356
9.839;-83.5813
9.839;-83.5813
9.839;-83.5813
9.839;-83.5813
9.839;-83.5813
9.8842;-83.5811
9.839;-83.5813
9.8841;-83.5356
9.839;-83.5813
9.8844;-83.6723
9.8845;-83.7179
9.8393;-83.718
9.8845;-83.7179
9.9297;-83.7178
9.8844;-83.6723
9.9296;-83.6722
9.9297;-83.7178
9.8844;-83.6723
9.9296;-83.6722
9.8845;-83.7179
9.8844;-83.6723
9.9296;-83.6722
9.8844;-83.6723
9.9297;-83.7178
9.8844;-83.6723
9.8844;-83.6723
9.9296;-83.6722
9.9297;-83.7178
9.8845;-83.7179
9.8845;-83.7179
9.8844;-83.6723
9.8844;-83.6723
9.9753;-83.9913
10.0205;-83.9457
9.9753;-83.9913
10.0204;-83.9001
10.0204;-83.9001
9.9753;-83.9913
10.0656;-83.9
9.9753;-83.9457
9.9753;-83.9913
10.0658;-83.9912
9.9754;-84.0369
10.0205;-83.9913
9.9753;-83.9913
9.9754;-84.0369
9.9753;-83.9913
9.9753;-83.9913
9.9753;-83.9457
9.9753;-83.9913
10.0207;-84.2193
10.0659;-84.1737
10.0207;-84.2193
10.0207;-84.2193
10.0207;-84.2193
10.0207;-84.2193
10.0659;-84.1737
10.0207;-84.2193
10.0659;-84.1737
10.0659;-84.1737
10.1111;-84.1737
10.1111;-84.1737
10.1111;-84.1737
10.0659;-84.1737
10.0207;-84.1737
10.0207;-84.1737
10.0207;-84.3105
9.9755;-84.3105
10.0207;-84.2649
9.9755;-84.3105
9.9755;-84.3105
9.9755;-84.3105
9.9755;-84.3105
9.9755;-84.3105
9.9755;-84.3105
9.9755;-84.2193
9.9303;-84.2649
9.9755;-84.2193
9.9755;-84.2649
9.9755;-84.2649
9.9303;-84.2649
9.9755;-84.2649
9.9755;-84.2193
9.9755;-84.2193
9.9303;-84.3105
9.9303;-84.3105
9.9755;-84.2193
10.0207;-84.2193
10.0207;-84.1737
10.0207;-84.2193
10.0207;-84.1737
10.1563;-84.1736
10.0659;-84.2193
10.1111;-84.2193
10.0659;-84.2193
10.1111;-84.2193
10.1563;-84.1736
10.0659;-84.2193
10.1563;-84.1736
10.0659;-84.2193
10.0659;-84.2193
10.0659;-84.2649
10.0207;-84.2193
9.9755;-84.2649
9.9755;-84.2649
9.9755;-84.2649
9.9755;-84.2193
9.9755;-84.2649
10.0207;-84.2193
10.0659;-84.2193
10.0659;-84.2193
10.0207;-84.2193
10.1111;-84.1737
10.1111;-84.1737
10.1111;-84.1737
10.0659;-84.2193
10.0659;-84.2193
10.1111;-84.1737
10.1563;-84.1736
10.0659;-84.2193
10.0659;-84.2193
10.0659;-84.1737
10.0659;-84.2193
10.0207;-84.2193
10.0659;-84.2193
10.0659;-84.2193
10.0207;-84.2649
10.0207;-84.2193
10.0207;-84.2193
10.0207;-84.2193
9.9755;-84.2193
9.9303;-84.2193
9.9755;-84.2193
9.9755;-84.2193
9.9755;-84.2193
9.9755;-84.2193
9.9755;-84.2193
9.9755;-84.2193
10.0207;-84.2649
10.0207;-84.2649
10.0207;-84.3105
10.0207;-84.2193
10.0207;-84.2193
10.0659;-84.2193
9.9303;-84.3105
9.9303;-84.3105
9.9755;-84.3561
9.9303;-84.3105
9.9755;-84.3105
9.9303;-84.3561
9.9755;-84.3105
9.9755;-84.3105
9.9755;-84.3105
9.9303;-84.3561
9.9755;-84.3105
10.2468;-84.4018
10.2468;-84.4018
10.2468;-84.4018
10.2468;-84.4018
10.2468;-84.4018
10.2468;-84.4018
10.2015;-84.4474
10.2016;-84.4018
10.2016;-84.4018
10.1563;-84.4018
10.2016;-84.4018
10.2016;-84.4018
10.2015;-84.4474
10.2016;-84.4018
10.2467;-84.4931
10.2016;-84.3562
10.2016;-84.3562
10.2016;-84.4018
10.2016;-84.4018
10.2468;-84.4018
10.2467;-84.4474
10.2467;-84.4474
10.2468;-84.4018
10.2467;-84.4931
10.2468;-84.4018
10.2016;-84.4018
10.2016;-84.4018
9.9755;-84.3561
9.9755;-84.4017
9.9755;-84.3561
9.9755;-84.3561
9.9303;-84.4017
9.9755;-84.3561
9.9755;-84.3561
9.9303;-84.3561
9.9303;-84.3561
9.9755;-84.3561
9.9303;-84.4017
9.9303;-84.4473
9.9303;-84.4473
9.9303;-84.4017
9.9303;-84.4017
9.9303;-84.4017
9.9303;-84.4017
9.9303;-84.4473
9.9755;-84.4473
9.9303;-84.4473
9.9755;-84.4473
9.9755;-84.4017
9.9755;-84.4017
9.9755;-84.4473
9.9755;-84.4017
9.9303;-84.4473
9.9755;-84.4017
9.9755;-84.4017
9.9755;-84.4017
9.9755;-84.4017
10.0207;-84.4474
9.9755;-84.4017
9.9755;-84.4017
9.9755;-84.4473
10.0207;-84.4474
9.9755;-84.4017
10.0207;-84.4017
10.0207;-84.4017
10.0207;-84.4017
10.0207;-84.4017
10.0207;-84.4017
10.0207;-84.4017
10.0207;-84.4017
10.0207;-84.4017
10.0207;-84.3561
10.0207;-84.3561
10.0207;-84.3561
10.0207;-84.1281
10.0659;-84.1281
10.111;-84.0824
10.0658;-84.0825
10.0659;-84.1281
10.111;-84.0824
10.111;-84.0824
10.0659;-84.1281
10.0659;-84.1281
10.0659;-84.1281
10.1111;-84.128
10.0659;-84.1281
10.1111;-84.128
10.0659;-84.1281
10.0659;-84.1281
10.0659;-84.1281
10.0207;-84.1281
10.0207;-84.1281
10.0207;-84.1281
10.0659;-84.1281
10.0659;-84.1281
10.0207;-84.1281
10.0207;-84.1281
10.0207;-84.1281
10.0207;-84.1281
10.0207;-84.1281
10.0207;-84.1281
10.0207;-84.1281
9.9755;-84.1737
9.9755;-84.1737
10.0207;-84.1737
9.9755;-84.1737
9.9755;-84.1737
9.9755;-84.1737
10.0207;-84.1281
10.0207;-84.1737
10.0207;-84.1737
10.0207;-84.1737
10.0207;-84.1737
10.1111;-84.3105
10.1111;-84.3105
10.1111;-84.3105
10.1111;-84.3105
10.1111;-84.3105
10.0659;-84.3105
10.0659;-84.3105
10.0659;-84.3105
10.0659;-84.3105
10.0659;-84.3105
10.0659;-84.3105
10.0207;-84.3561
10.0207;-84.3561
10.0659;-84.3105
10.0659;-84.3105
10.0659;-84.3561
10.0659;-84.3105
10.0659;-84.3105
10.0659;-84.3561
10.0207;-84.3105
10.0207;-84.3105
10.0659;-84.3105
10.1111;-84.2649
10.1111;-84.2649
10.1111;-84.3105
10.1111;-84.2649
10.1111;-84.3105
10.0659;-84.3105
10.1111;-84.3105
10.1111;-84.3105
10.1111;-84.2649
10.1111;-84.2649
10.1111;-84.2649
10.0659;-84.3105
10.1111;-84.2649
10.1111;-84.2649
10.0659;-84.2649
10.0659;-84.3105
10.0659;-84.2649
10.0659;-84.3105
10.0659;-84.2649
10.0659;-84.2649
10.0659;-84.3105
10.1563;-84.2649
10.1111;-84.2649
10.0659;-84.3105
10.1563;-84.2649
10.1111;-84.3105
10.1111;-84.3105
10.1563;-84.2649
10.1111;-84.3105
10.0207;-84.3105
10.0207;-84.3105
10.0659;-84.3105
10.0659;-84.3105
10.0207;-84.3105
10.0207;-84.2649
10.0207;-84.3561
10.0659;-84.3105
10.0207;-84.3105
10.0207;-84.3105
10.0207;-84.1281
9.9755;-84.1281
10.0207;-84.1281
9.9755;-84.1737
9.9755;-84.1281
9.9755;-84.1281
9.9755;-84.1737
9.9755;-84.1281
9.9755;-84.1281
9.9755;-84.1737
9.9755;-84.1281
9.9755;-84.1737
9.9755;-84.1281
10.1563;-84.0824
10.1563;-84.128
10.2015;-84.128
10.2015;-84.128
10.2015;-84.1736
10.1563;-84.128
10.1563;-84.1736
10.1111;-84.3561
10.1111;-84.3561
10.1564;-84.3561
10.1111;-84.3561
10.1111;-84.3561
10.1111;-84.3561
10.1564;-84.3561
10.1564;-84.3561
10.1564;-84.3561
10.1111;-84.3561
10.1111;-84.3561
10.1563;-84.4018
10.1563;-84.4018
10.1111;-84.4018
10.1111;-84.4018
10.1111;-84.4018
10.1111;-84.4018
10.1111;-84.4018
10.1111;-84.3561
10.1111;-84.4474
10.1111;-84.4474
10.1111;-84.4018
10.1111;-84.4474
10.0659;-84.3561
10.0659;-84.3561
10.0659;-84.4018
10.0659;-84.3561
10.0659;-84.3561
10.0659;-84.4018
10.1111;-84.3561
10.1111;-84.3561
10.1111;-84.3561
10.1111;-84.3561
10.1563;-84.4018
10.1563;-84.4018
10.1563;-84.4018
10.1563;-84.4018
10.1111;-84.4018
10.1563;-84.4018
10.1563;-84.4018
10.1111;-84.4474
10.1111;-84.4018
10.1111;-84.4018
10.1111;-84.4018
10.0659;-84.4018
10.0659;-84.4018
10.0659;-84.4018
10.0659;-84.4018
10.0659;-84.4018
10.0659;-84.3561
10.0659;-84.4474
10.0659;-84.4474
10.0207;-84.4017
10.0659;-84.4018
10.0659;-84.4018
10.0659;-84.4018
10.0659;-84.4018
10.0659;-84.4474
10.0659;-84.4474
10.0207;-84.4474
10.0207;-84.4474
10.0207;-84.4474
10.0207;-84.4474
10.0659;-84.4474
10.0659;-84.4474
10.0659;-84.4474
10.0207;-84.4474
10.0207;-84.2649
10.0207;-84.2649
10.0207;-84.2649
10.0207;-84.2649
10.0659;-84.2649
10.1111;-84.2193
10.1111;-84.2193
10.1563;-84.2193
10.0659;-84.2649
10.0659;-84.2649
10.1111;-84.2193
10.1111;-84.2649
10.1111;-84.2193
10.1111;-84.2649
10.1111;-84.2649
10.0659;-84.2649
10.0659;-84.2649
10.1111;-84.2193
10.0659;-84.2649
10.0659;-84.2649
10.0659;-84.2649
10.1111;-84.2649
10.1111;-84.2649
10.1111;-84.2649
10.1111;-84.2649
10.1111;-84.2649
10.1111;-84.2649
10.0659;-84.2649
10.0659;-84.2649
10.1111;-84.2649
10.0206;-84.0369
10.0206;-84.0369
10.0206;-84.0825
10.0206;-84.0369
10.0206;-84.0825
10.0206;-84.0369
10.0206;-84.0369
10.0206;-84.0369
10.0206;-84.0369
10.0206;-84.0369
10.0206;-84.0369
9.9754;-84.0825
10.0206;-84.0825
10.0206;-84.0825
10.0658;-84.0825
10.0207;-84.1281
10.0658;-84.0825
10.0658;-84.0825
10.0207;-84.1281
10.0206;-84.0825
10.111;-84.0824
10.0658;-84.0825
10.0206;-84.0369
10.0206;-84.0825
10.0206;-84.0825
10.0206;-84.0825
10.0206;-84.0825
10.0207;-84.1281
10.0206;-84.0825
10.0206;-84.0825
10.0659;-84.493
10.1111;-84.493
10.0659;-84.493
10.0659;-84.493
10.1563;-84.493
10.1563;-84.493
10.2467;-84.5387
10.2466;-84.63
10.2919;-84.5387
10.1563;-84.493
10.2467;-84.5387
10.2467;-84.5844
10.3371;-84.5388
10.3371;-84.5844
10.2015;-84.5843
10.2919;-84.5844
10.2919;-84.5844
10.1563;-84.493
10.3371;-84.5388
10.1111;-84.4474
10.1111;-84.4474
10.1111;-84.4474
10.1111;-84.4474
10.1563;-84.493
10.1563;-84.5387
10.1111;-84.493
10.1111;-84.493
10.1563;-84.493
10.1563;-84.5387
10.1111;-84.493
10.1563;-84.5387
10.1111;-84.493
10.1111;-84.5386
10.0658;-84.5842
10.0659;-84.5386
10.111;-84.5842
10.111;-84.5842
10.111;-84.6299
10.1111;-84.5386
10.1111;-84.5386
10.1111;-84.5386
10.111;-84.5842
10.1111;-84.5386
10.0658;-84.6298
10.0659;-84.5386
10.1111;-84.5386
10.1111;-84.5386
10.1563;-84.5843
10.1111;-84.4474
10.1111;-84.4474
10.0659;-84.4474
10.0659;-84.4474
10.1111;-84.4474
10.1111;-84.4474
10.1111;-84.4474
10.1111;-84.4474
9.9755;-84.4929
10.0207;-84.493
10.0207;-84.493
10.0207;-84.493
9.9755;-84.4929
10.0659;-84.493
10.0659;-84.4474
10.0207;-84.493
10.0207;-84.493
10.0659;-84.493
10.0659;-84.493
10.0659;-84.4474
10.0659;-84.4474
10.0659;-84.493
10.0206;-84.5842
10.0207;-84.493
10.0207;-84.5386
10.0659;-84.493
10.0659;-84.5386
10.0659;-84.493
10.0207;-84.493
10.0659;-84.493
10.0659;-84.493
10.0659;-84.5386
10.0659;-84.493
10.0207;-84.493
10.0659;-84.493
10.1563;-84.4474
10.1563;-84.4474
10.1111;-84.4474
10.1562;-84.6299
10.1562;-84.6299
10.111;-84.6299
10.1562;-84.6755
10.1562;-84.6755
10.1562;-84.6299
10.111;-84.6299
10.1562;-84.6299
10.1562;-84.6299
10.1562;-84.6755
10.0659;-84.1281
10.0659;-84.1281
10.0659;-84.1281
10.0659;-84.1281
10.0659;-84.1281
10.0659;-84.1737
10.0207;-84.1281
10.0659;-84.1737
10.0659;-84.1281
10.0659;-84.1737
10.0659;-84.1737
10.0207;-84.1737
10.0207;-84.1737
10.0207;-84.1737
10.0207;-84.1737
10.0207;-84.1737
10.0207;-84.1737
10.0659;-84.1281
10.1563;-84.1736
10.0659;-84.1737
10.1111;-84.1737
10.0659;-84.1281
10.0659;-84.1281
10.0206;-84.0369
9.9754;-84.0369
9.9754;-84.0369
9.9754;-84.0825
9.9754;-84.0369
9.9754;-84.0369
9.9754;-84.0825
9.9754;-84.0825
9.9754;-84.0825
9.9755;-84.1281
9.9754;-84.0825
9.9755;-84.1281
9.9754;-84.0825
9.9754;-84.0825
9.9754;-84.0825
9.9754;-84.0369
9.9754;-84.0825
10.1111;-84.3561
10.1111;-84.3561
10.1111;-84.3561
10.1111;-84.3105
10.1111;-84.3105
10.1111;-84.3105
10.1111;-84.3105
10.1564;-84.3105
10.1111;-84.3561
10.1111;-84.3561
10.1111;-84.3561
10.1111;-84.3561
10.1564;-84.3105
10.0659;-84.3561
10.1111;-84.3561
10.1111;-84.3561
10.0659;-84.3561
10.0659;-84.3561
10.1111;-84.3561
10.0659;-84.3561
10.0659;-84.3561
10.1111;-84.3561
10.2016;-84.3105
10.2016;-84.3105
10.2468;-84.2649
10.2468;-84.3105
10.2468;-84.3105
9.7495;-84.2194
9.7495;-84.2194
9.7494;-84.1738
9.7494;-84.1738
9.7495;-84.2194
9.7042;-84.1739
9.7495;-84.2194
9.7946;-84.1738
9.7495;-84.2194
9.7494;-84.1738
9.7495;-84.2194
9.7946;-84.1738
9.7947;-84.265
9.7947;-84.2194
9.7947;-84.265
9.7947;-84.265
9.7947;-84.2194
9.7947;-84.2194
9.7947;-84.2194
9.7946;-84.1738
9.7947;-84.265
9.7946;-84.1738
9.8399;-84.2194
9.7947;-84.2194
9.8399;-84.1738
9.8398;-84.1282
9.8399;-84.2194
9.8399;-84.2194
9.8398;-84.1282
9.7947;-84.2194
9.8399;-84.2194
9.8399;-84.1738
9.8399;-84.1738
9.6591;-84.265
9.7495;-84.265
9.7043;-84.3106
9.6139;-84.3106
9.7495;-84.265
9.6591;-84.265
9.7043;-84.265
9.7495;-84.3105
9.6591;-84.265
9.7495;-84.3105
9.7495;-84.265
9.7495;-84.265
9.7043;-84.265
9.7043;-84.265
9.7495;-84.3105
9.7043;-84.265
9.7495;-84.265
9.7043;-84.2194
9.7946;-84.1738
9.7946;-84.1283
9.7946;-84.1283
9.7946;-84.1738
9.7946;-84.1738
9.7946;-84.1738
9.7946;-84.1738
9.7946;-84.1738
9.7946;-84.1283
9.7946;-84.1738
9.7946;-84.1738
9.8398;-84.0826
9.8398;-84.0826
9.885;-84.0826
9.8398;-84.0826
9.885;-84.0826
9.7494;-84.1283
9.659;-84.1739
9.7494;-84.1283
9.7042;-84.1283
9.659;-84.1739
9.6138;-84.2195
9.7494;-84.1283
9.7494;-84.0827
9.659;-84.1739
9.7042;-84.1283
9.7494;-84.1283
9.7494;-84.1283
9.8398;-84.0826
9.8398;-84.0826
9.8398;-84.0826
9.8398;-84.0826
9.8398;-84.0826
9.7494;-84.1283
9.7946;-84.1283
9.7946;-84.0827
9.7946;-84.1283
9.7946;-84.1283
9.7946;-84.0827
9.8398;-84.1282
9.7946;-84.1283
9.8398;-84.1282
9.7946;-84.0827
9.7494;-84.1283
9.7494;-84.1738
9.7946;-84.1283
9.7494;-84.1283
9.7494;-84.1283
9.7946;-84.1283
9.7946;-84.1738
9.7946;-84.1283
9.7946;-84.1283
9.7946;-84.1283
9.7946;-84.1283
9.7494;-84.1283
9.7946;-84.1283
9.9303;-84.2193
9.8851;-84.2194
9.9303;-84.2193
9.9303;-84.2193
9.8851;-84.265
9.8851;-84.265
9.9303;-84.3105
9.8851;-84.265
9.8851;-84.2194
9.9303;-84.2649
9.8851;-84.2194
9.8399;-84.265
9.8399;-84.265
9.8851;-84.265
9.8399;-84.265
9.9303;-84.4017
9.9303;-84.3561
9.9303;-84.3561
9.8851;-84.3561
9.8851;-84.3561
9.8851;-84.3561
9.8851;-84.3105
9.8851;-84.3105
9.8851;-84.3105
9.9303;-84.3105
9.8851;-84.3105
9.8399;-84.2194
9.8399;-84.265
9.8399;-84.2194
9.8399;-84.2194
9.8399;-84.265
9.8399;-84.2194
9.8851;-84.2194
9.8399;-84.2194
9.8399;-84.2194
9.8851;-84.3561
9.8399;-84.3561
9.8399;-84.3561
9.8399;-84.3561
9.8851;-84.3561
9.8399;-84.3561
9.7947;-84.3561
9.7947;-84.3105
9.7947;-84.3561
9.7947;-84.3561
9.7947;-84.3105
9.7947;-84.3561
9.7495;-84.3561
9.7043;-84.3561
9.7043;-84.4472
9.7043;-84.3106
9.6139;-84.4017
9.6138;-84.4928
9.6591;-84.4017
9.5686;-84.4472
9.6591;-84.3106
9.659;-84.4472
9.6591;-84.4017
9.7043;-84.3561
9.6591;-84.4017
9.659;-84.4472
9.6139;-84.4017
9.6591;-84.3561
9.6138;-84.4472
9.659;-84.4472
9.7043;-84.4017
9.6591;-84.4017
9.6591;-84.3561
9.659;-84.4472
9.6138;-84.4472
9.6139;-84.3561
9.7495;-84.4017
9.6591;-84.3561
9.6591;-84.4017
9.7043;-84.4017
9.5687;-84.4016
9.7043;-84.3561
9.8851;-84.3561
9.8851;-84.3561
9.8851;-84.3561
9.8851;-84.3105
9.8851;-84.4017
9.8851;-84.4017
9.8851;-84.4017
9.8851;-84.4017
9.8851;-84.4017
9.7495;-84.3561
9.7947;-84.4017
9.7495;-84.4473
9.7947;-84.3561
9.7947;-84.3561
9.7495;-84.3561
9.7947;-84.3561
9.7947;-84.4473
9.7494;-84.4928
9.8399;-84.3105
9.8399;-84.4017
9.8399;-84.3561
9.7947;-84.4017
9.7043;-84.4017
9.7043;-84.4472
9.8399;-84.4473
9.8399;-84.3105
9.8399;-84.3561
9.7947;-84.4017
9.7043;-84.4472
9.7947;-84.4017
9.7495;-84.4473
9.7495;-84.4017
9.7947;-84.4017
9.7495;-84.4017
9.7495;-84.4017
9.7495;-84.4017
9.7043;-84.4472
9.8399;-84.4017
9.7495;-84.4017
9.8851;-84.3105
9.8399;-84.3105
9.8851;-84.3105
9.8399;-84.3105
9.8399;-84.265
9.8851;-84.3105
9.8399;-84.3105
9.8851;-84.3105
9.7947;-84.265
9.8399;-84.3105
9.8399;-84.3105
9.8399;-84.265
9.8399;-84.265
9.8399;-84.3105
9.8399;-84.3105
9.7947;-84.265
9.7947;-84.3105
9.7947;-84.3105
9.8399;-84.3105
9.8399;-84.3105
9.8399;-84.3105
9.8399;-84.3105
9.8399;-84.3105
9.8399;-84.3105
9.8399;-84.3105
9.7947;-84.3105
9.8399;-84.3105
9.8399;-84.3105
9.8399;-84.3105
9.8851;-84.3105
9.659;-84.4928
9.7494;-84.584
9.7494;-84.5384
9.7042;-84.4928
9.7946;-84.5384
9.6138;-84.5383
9.7042;-84.5384
9.7494;-84.5384
9.7042;-84.5384
9.659;-84.5383
9.7494;-84.4928
9.7042;-84.5839
9.6138;-84.5383
9.6138;-84.4928
9.659;-84.5383
9.659;-84.4928
9.7042;-84.4928
9.6138;-84.4928
9.659;-84.4928
9.7042;-84.5839
9.659;-84.4928
9.6138;-84.4928
9.7042;-84.4928
9.6138;-84.4928
9.8398;-84.5384
9.885;-84.5385
9.885;-84.5385
9.7946;-84.5384
9.7946;-84.5384
9.7947;-84.4473
9.7947;-84.4473
9.8399;-84.4473
9.7947;-84.4473
9.8399;-84.4473
9.8851;-84.4929
9.8399;-84.4473
9.7947;-84.4473
9.8851;-84.4017
9.9303;-84.4473
9.9303;-84.4017
9.9303;-84.4473
9.8399;-84.4473
9.8399;-84.4473
9.8851;-84.4473
9.8851;-84.4017
9.8851;-84.4473
10.2007;-85.0863
10.2006;-85.1319
10.2004;-85.1775
10.2007;-85.0863
10.2458;-85.132
10.2459;-85.0864
10.2459;-85.0864
10.1556;-85.0405
10.2008;-85.0406
10.246;-85.0408
10.2006;-85.1319
10.2458;-85.132
10.2004;-85.1775
10.2458;-85.132
10.2004;-85.1775
10.2459;-85.0864
10.291;-85.1321
10.2458;-85.132
10.246;-85.0408
10.2912;-85.0409
10.3365;-84.9953
10.2461;-84.9951
10.2913;-84.9952
10.2912;-85.0409
10.2461;-84.9951
10.246;-85.0408
10.201;-84.9494
10.2461;-84.9951
10.2461;-84.9951
10.2914;-84.9496
10.2914;-84.9496
10.1558;-84.9493
10.3364;-85.041
10.2461;-84.9951
10.2913;-84.9952
10.1558;-84.9493
10.2913;-84.9952
10.2461;-84.9951
10.1105;-84.9492
10.246;-85.0408
10.201;-84.9494
10.2914;-84.9496
10.2914;-84.9496
10.2914;-84.9496
10.2008;-85.0406
10.2914;-84.9496
10.2913;-84.9952
10.1557;-84.9949
10.2913;-84.9952
10.2463;-84.9038
10.201;-84.9494
10.2462;-84.9495
10.201;-84.9038
10.201;-84.9038
10.2462;-84.9495
10.201;-84.9038
10.201;-84.9494
10.2462;-84.9495
10.201;-84.9038
10.201;-84.9494
10.2462;-84.9495
10.2915;-84.9039
10.2914;-84.9496
10.2915;-84.9039
10.3368;-84.8583
10.2915;-84.9039
10.3819;-84.9041
10.3367;-84.904
10.3368;-84.8583
10.2915;-84.8583
10.3367;-84.904
10.3819;-84.9041
10.2915;-84.9039
10.3368;-84.8583
10.3367;-84.904
10.2915;-84.8583
10.3368;-84.8583
10.2914;-84.9496
10.3368;-84.8583
10.2914;-84.9496
10.2914;-84.9496
10.4716;-85.224
10.5168;-85.2241
10.5166;-85.2698
10.5168;-85.2241
10.3806;-85.4063
